,opportunity id,annee_cir,siren
6866,0062000000ZQ75z,2014.0,350275442
24219,0060X00000eBVCc,2019.0,407493592
31329,0060X00000mVEJA,2020.0,407493592
32502,0066700000pJVi2,2020.0,429571680
10350,0062000000gtWqn,2015.0,480013069
12421,0060O00000uhZiU,2016.0,812485308
17619,0060O00000tdPq6,2017.0,812485308
19620,0060O00000uhZKz,2018.0,812485308
27388,0060X00000cSs5d,2019.0,812485308
28892,0060X00000mdiQk,2020.0,812485308
12129,0062000000a4ejY,2015.0,489149054
6543,0062000000cP5Lu,2014.0,428734859
3886,0066700000rK1if,2021.0,350405494
7958,0062000000ZOEJA,2014.0,517720470
9620,0062000000ecyPY,2015.0,517720470
14643,0062000000jz7no,2016.0,517720470
15570,0060O00000nXNx7,2017.0,517720470
21956,0060O00000teA7J,2018.0,517720470
24297,0060X00000cStTl,2019.0,517720470
31389,0060X00000mVCtD,2020.0,517720470
15879,0060O00000nXPxP,2017.0,441977519
21996,0060O00000uhSVP,2018.0,441977519
4843,0062000000X7Syx,2013.0,440067312
8624,0062000000ZPCUL,2014.0,440067312
11036,0062000000bRm3n,2015.0,440067312
14890,0062000000bRm5e,2016.0,440067312
16830,0060O00000nXPIU,2017.0,440067312
23267,0060O00000tc0Ur,2018.0,440067312
25665,0060O00000ujLrO,2019.0,440067312
32427,0060X00000mdisq,2020.0,440067312
14102,0060O00000ms7zz,2016.0,535287106
31915,0066700000p2LgF,2020.0,499736924
4436,0062000000Ucg4T,2013.0,341267573
27877,0060X00000hOg6r,2019.0,341267573
17839,0060O00000nR93G,2017.0,627120272
17207,0060O00000plfCG,2017.0,434805644
23309,0060O00000teEWC,2018.0,452947831
4439,0062000000X7PqG,2013.0,381702323
8968,0062000000ZPidV,2014.0,381702323
9784,0062000000f7lvS,2015.0,381702323
13987,0062000000ldX1j,2016.0,381702323
16143,0062000000iUbnt,2017.0,381702323
22350,0060O00000stNlq,2018.0,381702323
24899,0060X00000cRhKj,2019.0,381702323
5959,0062000000Ucf5B,2013.0,522658079
7415,0062000000Ucf5k,2014.0,522658079
11463,0062000000Ucf5z,2015.0,522658079
13245,0062000000ldX53,2016.0,522658079
18364,0060O00000nR4VE,2017.0,522658079
20704,0060O00000stOvx,2018.0,522658079
27791,0060X00000cRhMQ,2019.0,522658079
8289,0062000000RkwwA,2014.0,513347146
13866,0062000000gZQmB,2016.0,513347146
15376,0060O00000nXEW8,2017.0,513347146
21658,0060O00000stObx,2018.0,513347146
24152,0060X00000cSsSw,2019.0,513347146
29045,0060X00000mdeeg,2020.0,513347146
4467,0062000000UctEE,2013.0,433271905
8461,0062000000UctGy,2014.0,433271905
9679,0062000000f7Asx,2015.0,433271905
15130,0062000000ldX0v,2016.0,433271905
15812,0060O00000nXP8Y,2017.0,433271905
22511,0060O00000uhXrg,2018.0,433271905
24550,0060X00000cStc5,2019.0,433271905
5403,0062000000O1GZD,2013.0,451146757
4792,0062000000YQKI1,2013.0,403564396
10249,0062000000hQWNM,2015.0,403564396
17125,0060O00000nWqVH,2017.0,403564396
18889,0060O00000rcDJx,2017.0,531121960
23109,0060O00000vujxI,2018.0,531121960
25639,0060X00000jDwAk,2019.0,531121960
15929,0060O00000srskZ,2017.0,487507121
20139,0060O00000uhZIo,2018.0,487507121
16497,0060O00000raWgs,2017.0,443816921
28160,0060X00000hOsi6,2019.0,812965747
30135,0060X00000mdef6,2020.0,812965747
33333,0066700000rMRqz,2021.0,812965747
7456,0062000000W5YoT,2014.0,338802861
5198,0062000000QUayk,2013.0,533396727
6370,0062000000QUayu,2014.0,533396727
9317,0062000000QUaz9,2015.0,533396727
13952,0062000000jy9e4,2016.0,533396727
15401,0060O00000nXNz4,2017.0,533396727
19521,0060O00000uhXWH,2018.0,533396727
26187,0060X00000cStuJ,2019.0,533396727
28656,0060X00000mVE3O,2020.0,533396727
23502,0060O00000ssuLF,2018.0,449862481
23240,0066700000qpzSp,2018.0,417790433
25605,0066700000qpzSL,2019.0,417790433
32403,0066700000o2nSo,2020.0,417790433
15124,0060O00000msY03,2016.0,451252258
15752,0060O00000pofcg,2017.0,451252258
30312,0066700000qm9Oo,2020.0,493271514
4191,0062000000O23TZ,2013.0,349396077
8323,0062000000O23Um,2014.0,349396077
9385,0062000000ftoDr,2015.0,349396077
31130,0060X00000mRW2b,2020.0,403135783
4975,0062000000PS6lP,2013.0,485254783
8714,0062000000ZPCUp,2014.0,485254783
14919,0060O00000loHkH,2016.0,485254783
17004,0060O00000nXPKF,2017.0,485254783
23381,0060O00000stPF8,2018.0,485254783
25881,0060X00000cStws,2019.0,485254783
32532,0060X00000mVDQ4,2020.0,485254783
8341,0062000000Xk1EX,2014.0,390778769
9421,0062000000dxOML,2015.0,390778769
15089,0062000000iVWAT,2016.0,390778769
22229,0060O00000rcHE2,2018.0,390778769
24274,0060X00000e56Gd,2019.0,390778769
30385,0066700000qHTz5,2020.0,390778769
16149,0062000000jzZQT,2017.0,434738944
22356,0060O00000nWyLF,2018.0,434738944
8548,0060O00000nWlfa,2014.0,452446586
9835,0060O00000nWlg9,2015.0,452446586
15183,0060O00000nWc28,2016.0,452446586
16466,0060O00000plojN,2017.0,452446586
23241,0060O00000stOdx,2018.0,452446586
25006,0060X00000cSsBb,2019.0,452446586
31249,0060X00000mVDwv,2020.0,452446586
18937,0060O00000nXrDr,2017.0,790690614
21370,0060O00000stNrU,2018.0,790690614
28064,0060X00000cSsI3,2019.0,790690614
30055,0060X00000mdiqj,2020.0,790690614
4312,0062000000RkBnr,2013.0,310306881
8787,0062000000apv5F,2014.0,310306881
13989,0062000000ld0cx,2016.0,310306881
15634,0060O00000poOoF,2017.0,310306881
16270,0060O00000nWmwp,2017.0,803858430
5282,0062000000SiyEh,2013.0,509630547
6520,0062000000SiyNO,2014.0,509630547
9467,0062000000SiyNs,2015.0,509630547
14021,0062000000ldX5w,2016.0,509630547
15581,0060O00000mqGg0,2017.0,509630547
19737,0060O00000tc0YT,2018.0,509630547
26397,0060X00000mJieH,2019.0,509630547
28824,0060X00000mJhx2,2020.0,509630547
33264,0066700000qH6oK,2021.0,509630547
10706,0062000000hw8lz,2015.0,492481858
14847,0062000000hw8ms,2016.0,492481858
16536,0062000000hw8n7,2017.0,492481858
23000,0060O00000stPCJ,2018.0,492481858
25161,0060X00000cStrT,2019.0,492481858
32202,0060X00000mVD2N,2020.0,492481858
12601,0060O00000mqzSD,2016.0,450251541
17895,0060O00000nEiKB,2017.0,450251541
20094,0060O00000nR9jt,2018.0,450251541
27751,0060O00000ssSE5,2019.0,450251541
11337,0062000000f6tdf,2015.0,328667159
10204,0062000000hQPYi,2015.0,378693576
12902,0060O00000mrfvA,2016.0,478772296
19117,0060O00000nXOpM,2017.0,478772296
22093,0060O00000stNok,2018.0,478772296
28020,0060X00000cSsdz,2019.0,478772296
30646,0060X00000mVDfd,2020.0,478772296
33490,0060X00000lEIXg,2022.0,478772296
8268,0062000000Iiui1,2014.0,393979224
16399,0060O00000nWYcu,2017.0,393979224
13208,0060O00000nWlzB,2016.0,335354783
15543,0060O00000nWqVC,2017.0,490280435
6972,0062000000bQPCW,2014.0,378451991
4557,0062000000TYirs,2013.0,449341007
20735,0060O00000vtK1z,2018.0,319923025
14718,0062000000itZRD,2016.0,749985768
15780,0060O00000nEfl0,2017.0,749985768
22190,0060O00000stPEZ,2018.0,749985768
24501,0060X00000cSt5j,2019.0,749985768
31599,0060X00000mVEEJ,2020.0,749985768
4023,0062000000RjDsZ,2013.0,493840193
8137,0062000000RjDu7,2014.0,493840193
9223,0062000000aqYGS,2015.0,493840193
15054,0062000000aqYHf,2016.0,493840193
15290,0062000000aqYIE,2017.0,493840193
21977,0060O00000mHp85,2018.0,493840193
24070,0060X00000cRhK5,2019.0,493840193
30187,0060X00000mdiRl,2020.0,493840193
20254,0060X00000cQ6WH,2018.0,383916392
6446,0062000000fhPhy,2014.0,316722693
11009,0062000000hwRTu,2015.0,316722693
12388,0060O00000raWj1,2016.0,316722693
17484,0060O00000raWih,2017.0,316722693
25975,0060X00000eBt3D,2019.0,316722693
10276,0062000000ao795,2015.0,305083198
9065,0062000000XgvMF,2014.0,314626151
10578,0062000000f5igA,2015.0,495232571
18962,0060O00000plDeC,2017.0,482061520
9433,0062000000cNWF5,2015.0,775573363
12066,0062000000hQ2kA,2015.0,413510231
13495,0060O00000nWW6B,2016.0,413510231
21302,0060X00000aMG0z,2018.0,790746952
27451,0060X00000jr8nC,2019.0,790746952
8629,0062000000cPxka,2014.0,325060762
25165,0060O00000vujuM,2019.0,383615259
5170,0062000000Kh7b5,2013.0,389391723
6663,0062000000ZPCVK,2014.0,389391723
10621,0062000000a55kp,2015.0,389391723
12552,0062000000a55lT,2016.0,389391723
17521,0060O00000nXNlT,2017.0,389391723
21867,0060O00000stPKr,2018.0,389391723
11200,0062000000ecINF,2015.0,515049831
19673,0060X00000aNNEF,2018.0,515049831
8984,0062000000apI7h,2014.0,522153097
28193,0060X00000hOCdE,2019.0,528284169
7748,0062000000dFynK,2014.0,501827463
9380,0062000000duwsQ,2015.0,501827463
13880,0062000000duwsa,2016.0,501827463
15366,0060O00000nR4Th,2017.0,501827463
21740,0060O00000stPCF,2018.0,501827463
24141,0060X00000cSt1X,2019.0,501827463
31245,0060X00000mVCtk,2020.0,501827463
4535,0062000000UcSkR,2013.0,318132792
8994,0062000000UcRPD,2014.0,318132792
9898,0062000000UcSrK,2015.0,318132792
22518,0060O00000tc0YE,2018.0,318132792
9209,0062000000ZRLvG,2014.0,316654854
28883,0060X00000kgo06,2020.0,316654854
8667,0062000000a5eyL,2014.0,393954011
14026,0060O00000nEdYG,2016.0,442225496
26465,0066700000ra1BE,2019.0,753489301
29008,0066700000pa6pd,2020.0,753489301
20015,0060O00000ui1hb,2018.0,492059217
6057,0062000000XkME1,2013.0,348236720
5172,0062000000N5q6j,2013.0,412861338
5503,0062000000O1mof,2013.0,411019227
333,0066700000rLcgh,2020.0,530172790
5346,0062000000VHS0D,2013.0,349862268
6734,0062000000VHS32,2014.0,349862268
11249,0062000000VHS4K,2015.0,349862268
12640,0062000000ldX44,2016.0,349862268
17760,0060O00000nXOxz,2017.0,349862268
19904,0060O00000stOpo,2018.0,349862268
26185,0060X00000cSslo,2019.0,349862268
23608,0060X00000bcVZB,2018.0,813564267
26644,0060X00000cSs6l,2019.0,813564267
32512,0060X00000mdiPR,2020.0,813564267
23665,0060O00000stP4A,2018.0,801505561
4990,0062000000NXt1Y,2013.0,384861159
12390,0062000000ldWvC,2016.0,384861159
17341,0060O00000nXNvu,2017.0,384861159
21675,0060O00000uhXVJ,2018.0,384861159
24235,0060X00000cStBD,2019.0,384861159
32742,0060X00000mVCs4,2020.0,384861159
10650,0062000000bR75H,2015.0,412460354
32655,0060X00000hNPLv,2020.0,412460354
33209,0066700000rM9jT,2021.0,412460354
11216,0062000000fuLNA,2015.0,431989714
32898,0060O00000tcryJ,2020.0,520169566
30828,0066700000qsQBH,2020.0,343194866
4656,0062000000TZIhb,2013.0,497486365
29499,0066700000qZUD3,2020.0,504019662
23292,0060O00000uhYqs,2018.0,439778200
25120,0060X00000cSs0x,2019.0,439778200
31357,0060X00000mdiXg,2020.0,439778200
17766,0060O00000nXHJ3,2017.0,419453824
24405,0060X00000ixSU5,2019.0,479576449
31503,0060X00000mdeg8,2020.0,479576449
29047,0066700000pfdG7,2020.0,380818070
5328,0062000000VGxAB,2013.0,445382468
11201,0062000000iUb0z,2015.0,445382468
12604,0062000000jy3RR,2016.0,445382468
17718,0060O00000nXO0a,2017.0,445382468
19862,0060O00000uhXxt,2018.0,445382468
26155,0060X00000cStsg,2019.0,445382468
30726,0060X00000mVDoJ,2020.0,445382468
20116,0060O00000s7eyG,2018.0,522928316
27374,0060X00000cSsgt,2019.0,522928316
29131,0060X00000mVDqA,2020.0,522928316
22362,0060X00000e5a0X,2018.0,417937950
24905,0060X00000eBhM0,2019.0,417937950
31214,0060X00000mVEJT,2020.0,417937950
18647,0060O00000rbaKA,2017.0,530767219
6634,0062000000bPamS,2014.0,752810689
8016,0062000000a579A,2014.0,414590356
16183,0060O00000plYax,2017.0,414590356
23844,0060O00000whqWQ,2018.0,414590356
18206,0060O00000pm9Hv,2017.0,448922476
28247,0060X00000hMME6,2019.0,448922476
20439,0060O00000s86fm,2018.0,343606190
5525,0062000000WYb4k,2013.0,383923828
7024,0062000000ZOH00,2014.0,383923828
18836,0060O00000pmZpd,2017.0,392420188
5013,0062000000LhAT0,2013.0,490840972
18961,0060O00000sAuRH,2017.0,511853863
21448,0060O00000stObd,2018.0,511853863
28094,0060X00000cSsE1,2019.0,511853863
30115,0060X00000mdef9,2020.0,511853863
4715,0062000000TbfTc,2013.0,316404508
9057,0062000000TbfW7,2014.0,316404508
10162,0062000000f7ACe,2015.0,316404508
14179,0062000000ldX1f,2016.0,316404508
16677,0060O00000nR4Rg,2017.0,316404508
22932,0060O00000uhXnD,2018.0,316404508
25343,0060X00000cStrJ,2019.0,316404508
31664,0060X00000mVCZN,2020.0,316404508
4573,0062000000ShBx0,2013.0,484024393
8435,0062000000ZPCWy,2014.0,484024393
10718,0062000000a41a2,2015.0,484024393
14848,0060O00000lp1eu,2016.0,484024393
16548,0060O00000nXNtk,2017.0,484024393
8696,0060O00000ms5lV,2014.0,478301351
11162,0060O00000ms5lL,2015.0,478301351
14911,0060O00000mqQTJ,2016.0,478301351
16968,0060O00000nXOvA,2017.0,478301351
23360,0060O00000uhXSj,2018.0,478301351
25833,0060X00000cSsbU,2019.0,478301351
32505,0060X00000mVECG,2020.0,478301351
10533,0062000000fgKft,2015.0,442192308
5412,0062000000JpWjo,2013.0,398664706
30547,0066700000onvxS,2020.0,429302359
31113,0066700000ooear,2020.0,385163456
5181,0062000000OlrrG,2013.0,431345362
5489,0062000000Pxvcq,2013.0,351656012
6976,0062000000Pxvko,2014.0,351656012
4517,0062000000VJGxE,2013.0,353033541
8982,0062000000W4Sog,2014.0,353033541
9844,0062000000W4SpA,2015.0,353033541
15747,0060O00000s9kuV,2017.0,488473612
21828,0060O00000stOVP,2018.0,488473612
24485,0060X00000cSsUA,2019.0,488473612
30848,0060X00000mdeZu,2020.0,488473612
17483,0060O00000nFEuH,2017.0,789205150
6394,0062000000a4V8i,2014.0,788968998
9329,0062000000a6THb,2015.0,788968998
13958,0062000000iVArM,2016.0,788968998
15425,0062000000iVAvF,2017.0,788968998
19545,0060O00000tc0Pw,2018.0,788968998
26205,0060X00000cSrys,2019.0,788968998
28680,0060X00000mdiNS,2020.0,788968998
17106,0060O00000tcPXo,2017.0,441735149
23441,0060O00000uiyeE,2018.0,441735149
25965,0060X00000cSsKt,2019.0,441735149
32571,0060X00000mVCmT,2020.0,441735149
17383,0066700000oILmc,2017.0,433036407
21711,0060X00000hPDZU,2018.0,433036407
24271,0060X00000hOLcY,2019.0,433036407
32747,0060X00000mdcdZ,2020.0,433036407
5672,0062000000N5Xif,2013.0,445008634
7366,0062000000ZPCVT,2014.0,445008634
10241,0062000000a5uXw,2015.0,445008634
14414,0062000000a5uYV,2016.0,445008634
16535,0060O00000nXNtK,2017.0,445008634
20781,0060O00000uhXWC,2018.0,445008634
27249,0060X00000cSt8s,2019.0,445008634
29628,0060X00000mVCwQ,2020.0,445008634
29811,0060X00000mhgUL,2020.0,493837959
9020,0062000000bPaoN,2014.0,501525992
22680,0060O00000tdHXU,2018.0,501525992
18485,0060O00000rb288,2017.0,390109023
20773,0060O00000teA8W,2018.0,390109023
27179,0060X00000cSsXE,2019.0,390109023
29632,0060X00000mVD1y,2020.0,390109023
29301,0066700000qZzgW,2020.0,503594525
9268,0062000000cPnt5,2015.0,482473550
4445,0062000000PSRF4,2013.0,429019342
16155,0060O00000nR9MQ,2017.0,429019342
4934,0062000000WXgb7,2013.0,381184241
32550,0066700000pJHQN,2020.0,501172407
22087,0060X00000hONsZ,2018.0,820044311
16294,0060O00000nWokx,2017.0,511150021
31307,0066700000raL30,2020.0,511150021
26122,0060X00000llKEd,2019.0,834524456
32212,0060X00000mdinI,2020.0,834524456
9016,0062000000dFCP1,2014.0,343034476
9970,0062000000gYaXP,2015.0,343034476
14065,0062000000ldX1e,2016.0,343034476
16371,0060O00000nXESK,2017.0,343034476
22620,0060O00000stOkt,2018.0,343034476
25097,0060X00000eBn9X,2019.0,343034476
31418,0060X00000mdj2X,2020.0,343034476
25415,0060X00000bsUr0,2019.0,317722312
4815,0062000000W5ISR,2013.0,519094890
10045,0062000000hvwjk,2015.0,519094890
5572,0062000000NYzk7,2013.0,750509721
7761,0062000000NYzkR,2014.0,750509721
11877,0062000000f7gOY,2015.0,750509721
13422,0062000000ldWyA,2016.0,750509721
18547,0060O00000nXPCk,2017.0,750509721
16520,0060O00000nRVzv,2017.0,527955223
5441,0062000000R7GD1,2013.0,504621996
6880,0062000000R7GGE,2014.0,504621996
9791,0062000000a4Z0L,2015.0,504621996
14165,0062000000bQQOc,2016.0,504621996
15911,0062000000bQQPU,2017.0,504621996
20127,0060X00000abSYn,2018.0,504621996
26685,0060X00000cSs4k,2019.0,504621996
29070,0060X00000mdiQ5,2020.0,504621996
5756,0062000000GB5Mm,2013.0,417537115
7630,0062000000Ud7e2,2014.0,417537115
10481,0062000000ZNZrV,2015.0,417537115
14531,0062000000ZNZrp,2016.0,417537115
16871,0060O00000msCXg,2017.0,417537115
21081,0060O00000stP9Z,2018.0,417537115
27549,0060X00000cStB8,2019.0,417537115
29898,0060X00000mdf1J,2020.0,417537115
11687,0062000000dG63P,2015.0,572180198
13300,0060O00000ms2CJ,2016.0,572180198
10823,0062000000gZBW7,2015.0,418001798
15653,0060O00000nXqcm,2017.0,530022888
19803,0060O00000sBdNW,2018.0,530022888
9458,0062000000huwst,2015.0,524064482
6636,0062000000bQ1z3,2014.0,734500945
6882,0062000000a5mQm,2014.0,348820937
17960,0060O00000nRoAx,2017.0,348820937
19927,0060O00000rCw2m,2018.0,820893808
26579,0060X00000cSs34,2019.0,820893808
29104,0060X00000mdioK,2020.0,820893808
27402,0060X00000ivjEP,2019.0,750963209
9235,0062000000hIhJw,2015.0,807422803
15057,0062000000JrNsS,2016.0,807422803
20013,0060O00000s9oc9,2018.0,529635336
26565,0060X00000cSsZ4,2019.0,529635336
28980,0060X00000mVEEE,2020.0,529635336
10473,0062000000dGK8E,2015.0,339225419
8356,0062000000W5NY7,2014.0,390220101
4575,0062000000W6hS6,2013.0,512435314
8524,0062000000ZPCQM,2014.0,512435314
9757,0062000000f7g3m,2015.0,512435314
15146,0060O00000mr2aj,2016.0,512435314
15908,0060O00000nXNlD,2017.0,512435314
22631,0060O00000uhY0Y,2018.0,512435314
24640,0060X00000cSttP,2019.0,512435314
30763,0060X00000mVEFi,2020.0,512435314
16820,0060O00000rB4kJ,2017.0,805035003
25774,0060X00000e5ap1,2019.0,805035003
32017,0066700000oodt3,2020.0,805035003
10865,0062000000guip6,2015.0,498898014
25928,0060X00000kAJKc,2019.0,803869585
31241,0060X00000mVEI8,2020.0,803869585
25277,0066700000p4Fd2,2019.0,492734033
31598,0066700000or0WX,2020.0,492734033
10078,0062000000hIQjz,2015.0,389291527
14131,0062000000iUZQk,2016.0,389291527
16557,0062000000iUZQp,2017.0,389291527
22818,0060O00000stPA4,2018.0,389291527
25235,0060X00000cSt3J,2019.0,389291527
31562,0060X00000mVDYv,2020.0,389291527
5363,0062000000SgXGl,2013.0,514032184
6694,0062000000SgXH0,2014.0,514032184
9629,0062000000f79DX,2015.0,514032184
14105,0060O00000mGdMR,2016.0,514032184
15773,0060O00000plfry,2017.0,514032184
19971,0060O00000re5dh,2018.0,514032184
26541,0060X00000cSs54,2019.0,514032184
28962,0060X00000mdiMi,2020.0,514032184
5954,0062000000Ud01R,2013.0,752806174
6284,0062000000W781b,2014.0,418880779
10877,0062000000bPbY8,2015.0,418880779
12226,0062000000jnZ3B,2016.0,418880779
4709,0062000000VHgO8,2013.0,325646941
16618,0060O00000nEm7I,2017.0,814094108
4826,0062000000R7GCs,2013.0,443265400
28159,0060X00000e51ZD,2019.0,443265400
29918,0060X00000mdjHE,2020.0,443265400
21216,0060O00000tcwo2,2018.0,424584449
6085,0062000000SgDhe,2013.0,478255375
12845,0062000000jnYbq,2016.0,478255375
17888,0060O00000nR4Wl,2017.0,478255375
20183,0060O00000stP2T,2018.0,478255375
27234,0060O00000vuuUb,2019.0,478255375
18712,0060O00000nFGSR,2017.0,524020682
15551,0060O00000ukyGb,2017.0,502913262
19713,0060O00000tckBi,2018.0,502913262
26379,0060X00000cSslU,2019.0,502913262
28812,0060X00000mVDG3,2020.0,502913262
33015,0066700000qalsa,2021.0,442694204
22866,0060O00000tchAP,2018.0,329477509
14971,0062000000galIj,2016.0,331477158
12630,0060O00000mEw7d,2016.0,439831462
17605,0060O00000nR4WR,2017.0,439831462
21951,0060O00000stOmV,2018.0,439831462
24481,0060X00000cRhMv,2019.0,439831462
14750,0060O00000lo3X4,2016.0,534369863
32975,0060X00000lEHLW,2020.0,397977463
15222,0060O00000loFSv,2016.0,489467639
14495,0060O00000ms7JH,2016.0,442187167
27471,0060X00000eZwRw,2019.0,442187167
6114,0062000000B29dG,2013.0,409074671
7122,0062000000VGl9O,2014.0,409074671
11818,0062000000VGktl,2015.0,409074671
13787,0060O00000mGY45,2016.0,409074671
18926,0060O00000nXOpl,2017.0,409074671
21827,0060O00000stOuK,2018.0,409074671
28453,0060X00000cStd7,2019.0,409074671
31065,0060X00000mVD1G,2020.0,409074671
12067,0060O00000nRmVn,2015.0,504139981
12182,0060O00000nRmVY,2016.0,504139981
17333,0060O00000nRf2y,2017.0,504139981
19399,0060O00000teTy7,2018.0,504139981
26111,0060X00000cQ69B,2019.0,504139981
28660,0060X00000mdee1,2020.0,504139981
5819,0062000000JpRHz,2013.0,784132557
7804,0062000000dH6ox,2014.0,784132557
10577,0062000000f7FvG,2015.0,784132557
14597,0062000000fgFDl,2016.0,784132557
17021,0060O00000msUe5,2017.0,784132557
21219,0060O00000tc0YA,2018.0,784132557
27645,0060X00000cSsDr,2019.0,784132557
30012,0060X00000mdect,2020.0,784132557
4427,0062000000gZWav,2013.0,450433495
8965,0062000000gZWXN,2014.0,450433495
9754,0062000000ffjxj,2015.0,450433495
13975,0062000000ftlE9,2016.0,450433495
16125,0062000000ftlI6,2017.0,450433495
22332,0060O00000stPDw,2018.0,450433495
24875,0060X00000cSt5V,2019.0,450433495
31196,0060X00000mdfN2,2020.0,450433495
7373,0062000000dHgG3,2014.0,480841436
11454,0062000000dHgLD,2015.0,480841436
5087,0062000000VHuZi,2013.0,381295914
4928,0062000000cPfHi,2013.0,400831475
7987,0062000000ZQ5EC,2014.0,400831475
12054,0062000000ftoAM,2015.0,400831475
16635,0060O00000ssAAp,2017.0,329140289
12806,0060O00000mFZee,2016.0,751033135
19099,0060O00000nXP7Q,2017.0,751033135
21967,0060O00000uhXr7,2018.0,751033135
27966,0060X00000cStoK,2019.0,751033135
30550,0060X00000mVDpz,2020.0,751033135
23103,0060O00000sBIWJ,2018.0,448730358
25633,0060X00000cSs9V,2019.0,448730358
32972,0060X00000mdiMI,2020.0,448730358
14808,0062000000hPn21,2016.0,799917414
16326,0060O00000nWNms,2017.0,799917414
24945,0060X00000e4vFf,2019.0,799917414
5231,0062000000R6htY,2013.0,482322732
6424,0062000000R6hAq,2014.0,482322732
4603,0062000000YQKxw,2013.0,310666813
16584,0060O00000nWVob,2017.0,310666813
20983,0060O00000sB77m,2018.0,510192966
27323,0060X00000cStL8,2019.0,510192966
29788,0060X00000mdisV,2020.0,510192966
5421,0062000000W5KG9,2013.0,449807460
20066,0060O00000sskiQ,2018.0,449807460
30882,0060X00000nJjXC,2020.0,449807460
6025,0062000000X4pfH,2013.0,538810037
8021,0062000000Xh9NM,2014.0,538810037
11673,0062000000Xh9O0,2015.0,538810037
12995,0062000000hQObQ,2016.0,752697284
20867,0060O00000sstZP,2018.0,752697284
11344,0062000000apmXo,2015.0,351429758
6181,0062000000W4cTm,2013.0,323378851
5077,0062000000Sjzi9,2013.0,478506108
8771,0062000000Sk09w,2014.0,478506108
11270,0062000000f7gbK,2015.0,478506108
14933,0062000000ldWwi,2016.0,478506108
19887,0060O00000teDFZ,2018.0,312616048
26475,0060X00000e57Pi,2019.0,312616048
30552,0066700000qF0kY,2020.0,438864894
7587,0062000000bQAjy,2014.0,481460194
5797,0062000000Rm8mJ,2013.0,445236995
6420,0062000000a5edu,2014.0,445236995
19763,0060O00000tcff7,2018.0,445236995
7127,0062000000ZR4yp,2014.0,318071354
11247,0062000000ftyAZ,2015.0,318071354
32241,0066700000nuGCZ,2020.0,379388218
31649,0066700000nnFZE,2020.0,532779659
4999,0062000000Jp1An,2013.0,428826499
9710,0062000000hJDm3,2015.0,524029469
5357,0062000000SgL6A,2013.0,484374756
19965,0060O00000pogaB,2018.0,484374756
18797,0060O00000nRba1,2017.0,441574639
20470,0060O00000plbMi,2018.0,419570387
13569,0062000000hIhT1,2016.0,512098468
18670,0060O00000nR4LO,2017.0,512098468
21058,0060O00000tc0YK,2018.0,512098468
19646,0060O00000sBY60,2018.0,444087571
8575,0062000000aorCM,2014.0,329597454
14066,0062000000itJBy,2016.0,471500728
4807,0062000000R64QH,2013.0,306428491
20612,0060X00000btvNb,2018.0,532896677
16569,0066700000p4Fee,2017.0,339449043
22824,0066700000p4Fea,2018.0,339449043
25241,0066700000p4FeK,2019.0,339449043
31568,0066700000p3rhV,2020.0,339449043
4401,0062000000SinuY,2013.0,491933388
8257,0062000000a4eze,2014.0,327206033
4183,0062000000f5FaH,2013.0,492227517
7928,0062000000edExl,2014.0,492227517
9596,0062000000f5Fol,2015.0,492227517
25348,0060X00000jEoEg,2019.0,481640662
7040,0062000000dFFYp,2014.0,413729138
11474,0062000000dFZ3P,2015.0,413729138
20806,0060O00000tc94L,2018.0,483940193
25888,0060X00000aAn9y,2019.0,448496257
32077,0060X00000mdfAg,2020.0,448496257
4679,0062000000PxSie,2013.0,509431284
9047,0062000000PxSk7,2014.0,509431284
10102,0062000000f7ACF,2015.0,509431284
14146,0060O00000mGM7i,2016.0,509431284
16581,0060O00000nXP5K,2017.0,509431284
22836,0060O00000uhXtm,2018.0,509431284
25265,0060X00000cSt6x,2019.0,509431284
31586,0060X00000mVDOw,2020.0,509431284
4283,0062000000Uau6a,2013.0,504057233
8932,0062000000Uau7F,2014.0,504057233
9592,0062000000f7nOg,2015.0,504057233
13900,0060O00000lp1cA,2016.0,504057233
15933,0060O00000nXNpw,2017.0,504057233
22068,0060O00000uhXxe,2018.0,504057233
24653,0060X00000cStFZ,2019.0,504057233
31022,0060X00000mVDLn,2020.0,504057233
25685,0060X00000bcxwh,2019.0,804776797
31988,0060X00000mz2mL,2020.0,804776797
10083,0060O00000lp2cm,2015.0,808233399
14334,0060O00000sse4R,2016.0,808233399
16438,0060O00000pmEFS,2017.0,808233399
22810,0060O00000tc0S2,2018.0,808233399
4918,0062000000GBydp,2013.0,395281512
6363,0062000000ZPCPw,2014.0,395281512
10327,0062000000f7I8d,2015.0,395281512
12276,0060O00000mr338,2016.0,395281512
17221,0060O00000pltsZ,2017.0,395281512
21549,0060O00000stOmC,2018.0,395281512
24133,0060X00000hP7qH,2019.0,395281512
32721,0060X00000mdciy,2020.0,395281512
22687,0060O00000rcGff,2018.0,433568185
28335,0060O00000vu0LJ,2019.0,433568185
31354,0066700000pHRR4,2020.0,433568185
1080,0066700000pbdAq,2020.0,395165897
23260,0060O00000uitJw,2018.0,415383959
11477,0062000000dxObu,2015.0,339248981
14218,0060O00000lowTf,2016.0,409686888
23254,0060O00000ssb8D,2018.0,409686888
31382,0066700000pd36N,2020.0,425140555
7481,0062000000bPGJw,2014.0,398915942
27830,0060O00000whkjZ,2019.0,398915942
